ville,adresse,type,date,prix,surface,operation,description,surface_predicted
casablanca,Maârif Extension,Appartement,08/03/2026,1150000.0,104.0,à vendre,"2 chambre, 2 salon, avec Garage. Appartement  4 pièces 104 m² Casablanca  « Maârif Extension »",
casablanca,Non spécifié,Appartement,08/03/2026,540000.0,65.0,à vendre,"2 chambre, 1 salon. Appartement  3 pièces 65 m² Casablanca",
casablanca,Centre Ville,Appartement,05/03/2026,770000.0,77.0,à vendre,"1 chambre, 2 salon. Appartement  3 pièces 77 m² Casablanca  « Centre Ville »",
casablanca,Bourgogne,Appartement,03/03/2026,2499999.0,153.0,à vendre,"3 chambre, 1 salon, avec Garage. Appartement  4 pièces 153 m² Casablanca  « Bourgogne »",
casablanca,Sidi Othmane,Appartement,28/02/2026,315000.0,56.0,à vendre,"2 chambre, 1 salon. Appartement  3 pièces 56 m² Casablanca  « Sidi Othmane »",
casablanca,Non spécifié,Appartement,25/02/2026,620000.0,84.0,à vendre,"2 chambre, 2 salon. Appartement  4 pièces 84 m² Casablanca",
casablanca,Bourgogne,Appartement,24/02/2026,2235000.0,122.0,à vendre,"3 chambre, 2 salon, avec Garage. Appartement  5 pièces 122 m² Casablanca  « Bourgogne »",
casablanca,Aïn Chock,Appartement,20/02/2026,1940000.0,93.0,à vendre,"2 chambre, 1 salon. Appartement  3 pièces 93 m² Casablanca  « Aïn Chock »",
casablanca,Gauthier,Appartement,17/02/2026,4100000.0,181.0,à vendre,"4 chambre, 3 salon, avec Garage. Appartement meublé 7 pièces 181 m² Casablanca  « Gauthier »",
casablanca,Nassim,Appartement,15/02/2026,1570000.0,126.0,à vendre,"3 chambre, 2 salon, avec Garage. Appartement  5 pièces 126 m² Casablanca  « Nassim »",
casablanca,Errahma,Appartement,10/02/2026,330000.0,54.0,à vendre,"1 chambre, 2 salon. Appartement  3 pièces 54 m² Casablanca  « Errahma »",
casablanca,Maârif Extension,Appartement,05/02/2026,1044000.0,52.0,à vendre,"1 chambre, 1 salon. Appartement  2 pièces 52 m² Casablanca  « Maârif Extension »",
rabat,Hassan,Appartement,23/04/2026,1050000.0,40.0,à vendre,"1 chambre, 1 salon, avec Garage. Appartement  2 pièces 40 m² Rabat  « Hassan »",
rabat,Hay El Fath,Appartement,23/04/2026,1330000.0,100.0,à vendre,"3 chambre, 1 salon. Appartement meublé 4 pièces 100 m² Rabat  « Hay El Fath »",
rabat,Agdal,Appartement,10/04/2026,2850000.0,137.0,à vendre,"3 chambre, 2 salon, avec Garage. Appartement  5 pièces 137 m² Rabat  « Agdal »",
rabat,Agdal,Appartement,01/04/2026,2618000.0,119.0,à vendre,"2 chambre, 2 salon. Appartement  4 pièces 119 m² Rabat  « Agdal »",
rabat,Hassan,Appartement,28/03/2026,2970000.0,110.0,à vendre,"3 chambre, 1 salon, avec Garage. Appartement  4 pièces 110 m² Rabat  « Hassan »",
rabat,Océan,Appartement,28/03/2026,2880000.0,120.0,à vendre,"3 chambre, 2 salon, avec Garage. Appartement  5 pièces 120 m² Rabat  « Océan »",
rabat,Non spécifié,Appartement,05/03/2026,620000.0,68.0,à vendre,"2 chambre, avec Garage. Appartement  2 pièces 68 m² Rabat",
rabat,Hassan,Appartement,04/02/2026,1672000.0,88.0,à vendre,"2 chambre, 1 salon, avec Garage. Appartement  3 pièces 88 m² Rabat  « Hassan »",
fès,Mont Fleuri,Appartement,23/04/2026,340000.0,86.0,à vendre,"2 chambre, 1 salon. Appartement  3 pièces 86 m² Fès  « Mont Fleuri »",
fès,Tghat,Appartement,04/04/2026,480000.0,78.0,à vendre,"2 chambre, 1 salon, avec Garage. Appartement  3 pièces 78 m² Fès  « Tghat »",
fès,Mont Fleuri 2,Appartement,25/03/2026,520000.0,98.0,à vendre,"2 chambre, 2 salon. Appartement  4 pièces 98 m² Fès  « Mont Fleuri 2 »",
fès,Non spécifié,Appartement,25/03/2026,1050000.0,145.0,à vendre,"3 chambre, 3 salon, avec Garage. Appartement  6 pièces 145 m² Fès",
fès,Mont Fleuri,Appartement,14/02/2026,390000.0,81.0,à vendre,"2 chambre, 2 salon. Appartement  4 pièces 81 m² Fès  « Mont Fleuri »",
fès,Saies,Appartement,11/02/2026,820000.0,129.0,à vendre,"3 chambre, 1 salon, avec Garage. Appartement meublé 4 pièces 129 m² Fès  « Saies »",
fès,Route De Meknes,Appartement,08/02/2026,480000.0,99.0,à vendre,"3 chambre, 1 salon, avec Garage. Appartement  4 pièces 99 m² Fès  « Route De Meknes »",
fès,Narjis,Appartement,02/02/2026,540000.0,90.0,à vendre,"3 chambre, 1 salon. Appartement  4 pièces 90 m² Fès  « Narjis »",
marrakech,Hay Izdihar,Appartement,22/04/2026,1001000.0,77.0,à vendre,"2 chambre, 1 salon, avec Garage. Appartement  3 pièces 77 m² Marrakech  « Hay Izdihar »",
marrakech,Daoudiate,Appartement,11/04/2026,960000.0,90.0,à vendre,"2 chambre, 2 salon. Appartement meublé 4 pièces 90 m² Marrakech  « Daoudiate »",
marrakech,M'hamid,Appartement,08/04/2026,660000.0,72.0,à vendre,"3 chambre, 1 salon. Appartement  4 pièces 72 m² Marrakech  « M'hamid »",
marrakech,Amerchich,Appartement,30/03/2026,1335000.0,89.0,à vendre,"2 chambre, 1 salon, avec Garage. Appartement meublé 3 pièces 89 m² Marrakech  « Amerchich »",
marrakech,M'hamid,Appartement,15/03/2026,520000.0,66.0,à vendre,"3 chambre, 1 salon. Appartement  4 pièces 66 m² Marrakech  « M'hamid »",
marrakech,Azli,Appartement,04/03/2026,430000.0,70.0,à vendre,"2 chambre, 1 salon. Appartement  3 pièces 70 m² Marrakech  « Azli »",
marrakech,Non spécifié,Appartement,09/02/2026,1490000.0,93.0,à vendre,"2 chambre, 1 salon, avec Garage. Appartement meublé 3 pièces 93 m² Marrakech",
marrakech,Azli,Appartement,08/02/2026,420000.0,64.0,à vendre,"2 chambre, 1 salon. Appartement  3 pièces 64 m² Marrakech  « Azli »",
tanger,Aharrarine,Appartement,28/04/2026,430000.0,66.0,à vendre,"3 chambre, 1 salon, avec Garage. Appartement  4 pièces 66 m² Tanger  « Aharrarine »",
tanger,Non spécifié,Appartement,28/04/2026,1740000.0,134.0,à vendre,"3 chambre, 1 salon. Appartement  4 pièces 134 m² Tanger",
tanger,Jirrari,Appartement,16/04/2026,858000.0,78.0,à vendre,"2 chambre, 1 salon. Appartement meublé 3 pièces 78 m² Tanger  « Jirrari »",
tanger,Aharrarine,Appartement,15/04/2026,660000.0,66.0,à vendre,"3 chambre, 1 salon, avec Garage. Appartement  4 pièces 66 m² Tanger  « Aharrarine »",
tanger,Centre Ville,Appartement,02/04/2026,1050000.0,70.0,à vendre,"3 chambre, 1 salon, avec Garage. Appartement  4 pièces 70 m² Tanger  « Centre Ville »",
tanger,Non spécifié,Appartement,27/03/2026,3400000.0,120.0,à vendre,"2 chambre, 2 salon, avec Garage. Appartement meublé 4 pièces 120 m² Tanger",
tanger,Malabata,Appartement,25/03/2026,2220000.0,116.0,à vendre,"2 chambre, 1 salon, avec Garage. Appartement meublé 3 pièces 116 m² Tanger  « Malabata »",
tanger,Non spécifié,Appartement,24/03/2026,690000.0,80.0,à vendre,"3 chambre, 1 salon. Appartement  4 pièces 80 m² Tanger",
tanger,Médina,Appartement,10/03/2026,3750000.0,150.0,à vendre,"3 chambre, 2 salon. Appartement meublé 5 pièces 150 m² Tanger  « Médina »",
tanger,Malabata,Appartement,07/03/2026,1989000.0,102.0,à vendre,"3 chambre, 1 salon, avec Garage. Appartement  4 pièces 102 m² Tanger  « Malabata »",
tanger,Sania,Appartement,27/02/2026,4300000.0,154.0,à vendre,"3 chambre, 1 salon. Appartement  4 pièces 154 m² Tanger  « Sania »",
tanger,Aouama Gharbia,Appartement,26/02/2026,410000.0,65.0,à vendre,"2 chambre, 1 salon. Appartement  3 pièces 65 m² Tanger  « Aouama Gharbia »",
tanger,Malabata,Appartement,23/02/2026,1150000.0,70.0,à vendre,"2 chambre, 1 salon. Appartement  3 pièces 70 m² Tanger  « Malabata »",
tanger,Non spécifié,Appartement,19/02/2026,1855000.0,103.0,à vendre,"2 chambre, 2 salon, avec Garage. Appartement  4 pièces 103 m² Tanger",
tanger,Malabata,Appartement,14/02/2026,5250000.0,175.0,à vendre,"3 chambre, 1 salon. Appartement  4 pièces 175 m² Tanger  « Malabata »",
tanger,Non spécifié,Appartement,04/02/2026,4800000.0,196.0,à vendre,"4 chambre, 1 salon. Appartement  5 pièces 196 m² Tanger",
tanger,Hay Hassani,Appartement,04/02/2026,960000.0,80.0,à vendre,"2 chambre, 1 salon. Appartement  3 pièces 80 m² Tanger  « Hay Hassani »",
tanger,Hay Hassani,Appartement,04/02/2026,860000.0,86.0,à vendre,"3 chambre, 1 salon. Appartement  4 pièces 86 m² Tanger  « Hay Hassani »",
tanger,Malabata,Appartement,02/02/2026,1550000.0,55.0,à vendre,"1 chambre, 1 salon. Appartement  2 pièces 55 m² Tanger  « Malabata »",
agadir,Haut Anza,Appartement,08/04/2026,880000.0,75.0,à vendre,"2 chambre, 1 salon. Appartement  3 pièces 75 m² Agadir  « Haut Anza »",
agadir,Haut Anza,Appartement,08/04/2026,980000.0,90.0,à vendre,"2 chambre, 1 salon. Appartement  3 pièces 90 m² Agadir  « Haut Anza »",
agadir,Haut Anza,Appartement,08/04/2026,890000.0,73.0,à vendre,"2 chambre, 1 salon. Appartement meublé 3 pièces 73 m² Agadir  « Haut Anza »",
oujda,Non spécifié,Appartement,10/04/2026,740000.0,141.0,à vendre,"4 chambre, 1 salon. Appartement  5 pièces 141 m² Oujda",
kénitra,El Assam,Appartement,22/04/2026,270000.0,45.0,à vendre,"2 chambre, 1 salon. Appartement  3 pièces 45 m² Kenitra  « El Assam »",
kénitra,Centre,Appartement,11/03/2026,980000.0,107.0,à vendre,"3 chambre, 1 salon, avec Garage. Appartement meublé 4 pièces 107 m² Kenitra  « Centre »",
kénitra,Bir Rami,Appartement,20/02/2026,440000.0,90.0,à vendre,"3 chambre, 1 salon. Appartement  4 pièces 90 m² Kenitra  « Bir Rami »",
kénitra,Non spécifié,Appartement,13/02/2026,490000.0,78.0,à vendre,"2 chambre, 1 salon. Appartement  3 pièces 78 m² Kenitra",
salé,Abouab Sala,Appartement,04/05/2026,420000.0,60.0,à vendre,"2 chambre, 1 salon. Appartement  3 pièces 60 m² Salé  « Abouab Sala »",
salé,Sala El Jadida,Appartement,26/04/2026,570000.0,63.0,à vendre,"2 chambre, 1 salon. Appartement  3 pièces 63 m² Salé  « Sala El Jadida »",
salé,Said Hajji,Appartement,23/04/2026,780000.0,87.0,à vendre,"2 chambre, 2 salon, avec Garage. Appartement  4 pièces 87 m² Salé  « Said Hajji »",
salé,Sala El Jadida,Appartement,11/04/2026,740000.0,91.0,à vendre,"2 chambre, 1 salon. Appartement  3 pièces 91 m² Salé  « Sala El Jadida »",
salé,Said Hajji,Appartement,29/03/2026,660000.0,90.0,à vendre,"2 chambre, 2 salon. Appartement meublé 4 pièces 90 m² Salé  « Said Hajji »",
salé,Hay Chmaou,Appartement,01/03/2026,792000.0,66.0,à vendre,"2 chambre, 1 salon, avec Garage. Appartement  3 pièces 66 m² Salé  « Hay Chmaou »",
salé,Sala El Jadida,Appartement,22/02/2026,396000.0,45.0,à vendre,"1 chambre, 1 salon. Appartement  2 pièces 45 m² Salé  « Sala El Jadida »",
salé,Said Hajji,Appartement,11/02/2026,490000.0,67.0,à vendre,"2 chambre, 1 salon. Appartement meublé 3 pièces 67 m² Salé  « Said Hajji »",
salé,Tabriquet,Appartement,09/02/2026,480000.0,52.0,à vendre,"2 chambre, 1 salon. Appartement  3 pièces 52 m² Salé  « Tabriquet »",
salé,Said Hajji,Appartement,08/02/2026,540000.0,65.0,à vendre,"2 chambre, 1 salon. Appartement meublé 3 pièces 65 m² Salé  « Said Hajji »",
mohammedia,Non spécifié,Appartement,25/04/2026,370000.0,65.0,à vendre,"2 chambre, 1 salon. Appartement  3 pièces 65 m² Mohammedia",
casablanca,Hay Hassani,Maison,02/03/2026,3800000.0,115.0,à vendre,"4 chambre, 2 salon, avec Garage. Maison  6 pièces 115 m² Casablanca  « Hay Hassani »",
marrakech,Route De Casablanca,Maison,18/04/2026,1449998.0,79.0,à vendre,"3 chambre, 2 salon. Maison  5 pièces 79 m² Marrakech  « Route De Casablanca »",
marrakech,Hay Annahda,Maison,15/03/2026,4000000.0,569.0,à vendre,"12 chambre, 5 salon, avec Garage. Maison  17 pièces 569 m² Marrakech  « Hay Annahda »",
tanger,De La Plage,Maison,27/04/2026,2201600.0,172.0,à vendre,"4 chambre, 2 salon. Maison  6 pièces 172 m² Tanger  « De La Plage »",
tanger,De La Plage,Maison,11/03/2026,1950000.0,200.0,à vendre,"3 chambre, 3 salon. Maison meublé 6 pièces 200 m² Tanger  « De La Plage »",
tanger,Non spécifié,Maison,01/02/2026,2100000.0,75.0,à vendre,"3 chambre, 3 salon, avec Garage. Maison  6 pièces 75 m² Tanger",
agadir,Non spécifié,Maison,15/04/2026,1430000.0,100.0,à vendre,"6 chambre, 2 salon, avec Garage. Maison  8 pièces 100 m² Agadir",
agadir,Lekhiam,Maison,24/02/2026,2300000.0,240.0,à vendre,"10 chambre, avec Garage. Maison  10 pièces 240 m² Agadir  « Lekhiam »",
oujda,Non spécifié,Maison,10/04/2026,480000.0,80.0,à vendre,"1 chambre, 1 salon. Maison  2 pièces 80 m² Oujda",
oujda,Hay Zitoune,Maison,07/04/2026,1040000.0,210.0,à vendre,"3 chambre, 2 salon, avec Garage. Maison  5 pièces 210 m² Oujda  « Hay Zitoune »",
tétouan,Touilaa,Maison,27/04/2026,3350000.0,100.0,à vendre,"2 chambre, 6 salon, avec Garage. Maison  8 pièces 100 m² Tétouan  « Touilaa »",
salé,Tabriquet,Maison,22/04/2026,880000.0,110.0,à vendre,"2 chambre, 1 salon, avec Garage. Maison  3 pièces 110 m² Salé  « Tabriquet »",
salé,Non spécifié,Maison,09/03/2026,6000000.0,554.0,à vendre,"2 chambre, 3 salon, avec Garage. Maison  5 pièces 554 m² Salé",
berrechid,Non spécifié,Maison,16/02/2026,3750000.0,100.0,à vendre,"2 chambre, 3 salon, avec Garage. Maison meublé 5 pièces 100 m² Khemisset",
taza,Non spécifié,Maison,04/04/2026,660000.0,70.0,à vendre,"3 chambre, 1 salon. Maison  4 pièces 70 m² El jadida",
casablanca,Route D'el Jadida,Villa,21/04/2026,2100000.0,245.0,à vendre,Villa   245 m² Casablanca  « Route D'el Jadida »,
casablanca,Franceville,Villa,14/04/2026,11500000.0,278.0,à vendre,"6 chambre, 1 salon. Villa  7 pièces 278 m² Casablanca  « Franceville »",
casablanca,Sidi Bernoussi,Villa,07/04/2026,3600000.0,132.0,à vendre,"5 chambre, 4 salon. Villa meublé 9 pièces 132 m² Casablanca  « Sidi Bernoussi »",
casablanca,Polo,Villa,13/03/2026,10800000.0,1200.0,à vendre,Villa   1200 m² Casablanca  « Polo »,
rabat,Agdal,Villa,30/04/2026,7900000.0,222.0,à vendre,"5 chambre, 3 salon, avec Garage. Villa  8 pièces 222 m² Rabat  « Agdal »",
rabat,Non spécifié,Villa,04/02/2026,3200000.0,160.0,à vendre,"4 chambre, 1 salon. Villa  5 pièces 160 m² Rabat",
marrakech,Hay Targa,Villa,05/05/2026,9000000.0,570.0,à vendre,"6 chambre, 6 salon, avec Garage. Villa meublé 12 pièces 570 m² Marrakech  « Hay Targa »",
marrakech,Targa,Villa,04/05/2026,3350000.0,316.0,à vendre,"6 chambre, 2 salon, avec Garage. Villa  8 pièces 316 m² Marrakech  « Targa »",
marrakech,Non spécifié,Villa,23/04/2026,18445000.0,700.0,à vendre,"4 chambre, 2 salon, avec Garage. Villa  6 pièces 700 m² Marrakech",
marrakech,Non spécifié,Villa,22/04/2026,3200000.0,360.0,à vendre,"3 chambre, 1 salon. Villa meublé 4 pièces 360 m² Marrakech",
marrakech,Route D'ourika,Villa,05/04/2026,1950000.0,110.0,à vendre,"2 chambre, 2 salon, avec Garage. Villa  4 pièces 110 m² Marrakech  « Route D'ourika »",
tanger,Tanja Balia,Villa,14/03/2026,4950000.0,370.0,à vendre,"6 chambre, 4 salon, avec Garage. Villa  10 pièces 370 m² Tanger  « Tanja Balia »",
tanger,Tanja Balia,Villa,14/03/2026,4000000.0,300.0,à vendre,"4 chambre, 2 salon, avec Garage. Villa  6 pièces 300 m² Tanger  « Tanja Balia »",
tanger,De La Plage,Villa,13/03/2026,7700000.0,450.0,à vendre,"5 chambre, 3 salon, avec Garage. Villa  8 pièces 450 m² Tanger  « De La Plage »",
tanger,Du Golf,Villa,03/03/2026,7500000.0,400.0,à vendre,"5 chambre, 3 salon, avec Garage. Villa meublé 8 pièces 400 m² Tanger  « Du Golf »",
meknès,Non spécifié,Villa,06/05/2026,4582900.0,473.0,à vendre,"5 chambre, 3 salon, avec Garage. Villa  8 pièces 473 m² Meknès",
meknès,Non spécifié,Villa,19/03/2026,7800000.0,576.0,à vendre,"4 chambre, 2 salon. Villa  6 pièces 576 m² Meknès",
salé,Sala El Jadida,Villa,02/04/2026,9600000.0,440.0,à vendre,"8 chambre, 2 salon, avec Garage. Villa meublé 10 pièces 440 m² Salé  « Sala El Jadida »",
mohammedia,Non spécifié,Villa,06/02/2026,3600000.0,100.0,à vendre,"6 chambre, 2 salon, avec Garage. Villa  8 pièces 100 m² Mohammedia",
nador,Harhoura,Villa,05/05/2026,5500000.0,392.0,à vendre,"6 chambre, 3 salon, avec Garage. Villa  9 pièces 392 m² Temara  « Harhoura »",
nador,Harhoura,Villa,24/02/2026,7700000.0,300.0,à vendre,"4 chambre, 4 salon, avec Garage. Villa  8 pièces 300 m² Temara  « Harhoura »",
nador,Harhoura,Villa,23/02/2026,6900000.0,450.0,à vendre,"5 chambre, 3 salon. Villa  8 pièces 450 m² Temara  « Harhoura »",
nador,Ain Atig,Villa,10/02/2026,3900000.0,250.0,à vendre,"4 chambre, 3 salon. Villa  7 pièces 250 m² Temara  « Ain Atig »",
rabat,Les Oudayas,Riad,23/02/2026,3100000.0,140.0,à vendre,"3 chambre, 1 salon. Riad  4 pièces 140 m² Rabat  « Les Oudayas »",
casablanca,Bourgogne,Bureau,28/03/2026,760000.0,42.0,à vendre,"1 chambre, avec Garage. Bureaux  1 pièces 42 m² Casablanca  « Bourgogne »",
casablanca,La Gironde,Bureau,20/03/2026,480000.0,55.0,à vendre,3 chambre. Bureaux  3 pièces 55 m² Casablanca  « La Gironde »,
casablanca,Roches Noires,Bureau,10/02/2026,754000.0,120.0,à vendre,"2 chambre, avec Garage. Bureaux  2 pièces 120 m² Casablanca  « Roches Noires »",
rabat,Agdal,Bureau,12/03/2026,3650000.0,230.0,à vendre,Bureaux   230 m² Rabat  « Agdal »,
tanger,Non spécifié,Bureau,22/04/2026,3200000.0,123.0,à vendre,"2 chambre, 1 salon. Bureaux meublé 3 pièces 123 m² Tanger",
tanger,Non spécifié,Bureau,10/02/2026,330000.0,18.0,à vendre,Bureaux   18 m² Tanger,
tanger,Non spécifié,Bureau,10/02/2026,1920000.0,160.0,à vendre,7 chambre. Bureaux  7 pièces 160 m² Tanger,
casablanca,Maarif,Local_Commercial,26/02/2026,3700000.0,141.0,à vendre,Local commercial   141 m² Casablanca  « Maarif »,
rabat,Yacoub El Mansour,Local_Commercial,19/02/2026,6422000.0,169.0,à vendre,Local commercial   169 m² Rabat  « Yacoub El Mansour »,
marrakech,Non spécifié,Local_Commercial,06/05/2026,3800000.0,80.0,à vendre,"3 chambre, 3 salon. Local commercial  6 pièces 80 m² Marrakech",
marrakech,Sidi Youssef Ben Ali,Local_Commercial,09/04/2026,980000.0,34.0,à vendre,Local commercial   34 m² Marrakech  « Sidi Youssef Ben Ali »,
meknès,Marjane 2,Local_Commercial,28/03/2026,320000.0,30.0,à vendre,Local commercial   30 m² Meknès  « Marjane 2 »,
salé,Non spécifié,Local_Commercial,12/02/2026,2100000.0,110.0,à vendre,avec Garage. Local commercial   110 m² Salé,
mohammedia,Derb Lfath,Local_Commercial,21/02/2026,620000.0,84.0,à vendre,Local commercial   84 m² Mohammedia  « Derb Lfath »,
marrakech,Route De Fès,Ferme,05/02/2026,3200000.0,220.0,à vendre,"5 chambre, 4 salon, avec Garage. Ferme  9 pièces 220 m² Marrakech  « Route De Fès »",
mohammedia,Zenata,Ferme,29/03/2026,3400000.0,350.0,à vendre,"6 chambre, 2 salon. Ferme  8 pièces 350 m² Mohammedia  « Zenata »",
casablanca,Non spécifié,Terrain,17/04/2026,3140000.0,314.0,à vendre,Terrain   314 m² Casablanca,
casablanca,Non spécifié,Terrain,28/02/2026,4150000.0,140.0,à vendre,Terrain   140 m² Casablanca,
marrakech,Non spécifié,Terrain,12/03/2026,3130000.0,182.0,à vendre,Terrain  7 pièces 182 m² Marrakech,
tanger,Non spécifié,Terrain,27/02/2026,2900000.0,600.0,à vendre,Terrain   600 m² Tanger,
tanger,Manar,Terrain,24/02/2026,2928000.0,366.0,à vendre,Terrain   366 m² Tanger  « Manar »,
tanger,Malabata,Terrain,13/02/2026,2816000.0,220.0,à vendre,Terrain   220 m² Tanger  « Malabata »,
tanger,Non spécifié,Terrain,12/02/2026,3850000.0,700.0,à vendre,Terrain   700 m² Tanger,
tanger,Achakar,Terrain,12/02/2026,2160000.0,216.0,à vendre,Terrain   216 m² Tanger  « Achakar »,
agadir,Hay Mohammadi,Terrain,01/04/2026,3080000.0,154.0,à vendre,Terrain   154 m² Agadir  « Hay Mohammadi »,
oujda,Village Toba,Terrain,04/05/2026,842000.0,153.0,à vendre,Terrain   153 m² Oujda  « Village Toba »,
oujda,Hay El Qods,Terrain,03/05/2026,2106000.0,468.0,à vendre,Terrain   468 m² Oujda  « Hay El Qods »,
oujda,Cgi,Terrain,19/04/2026,440000.0,110.0,à vendre,Terrain   110 m² Oujda  « Cgi »,
oujda,Non spécifié,Terrain,25/03/2026,470000.0,188.0,à vendre,Terrain   188 m² Oujda,
kénitra,Alliance,Terrain,04/04/2026,1060000.0,281.0,à vendre,Terrain   281 m² Kenitra  « Alliance »,
bouznika,Non spécifié,Terrain,04/03/2026,1260000.0,400.0,à vendre,Terrain   400 m² Bouznika,
rabat,Hay Nahda,Appartement,10/03/2026,760000.0,77.6,à vendre,Vente appartement hay Nahda fadiza,True
asilah,Toute la ville,Appartement,01/02/2026,580000.0,65.5,à vendre,Appartement à vendre à Asilah,True
marrakech,M'Hamid,Appartement,05/02/2026,440000.0,58.1,à vendre,Appartement en bas propre et peint 3ch 44 million,True
